district,season,time,year,vars,value,CI_lower,CI_upper
Dadu,Kafir,future,2059,P95,4.470331495,4.330340723,4.610322267
Dadu,Kafir,future,2060,P95,3.336225721,3.255633544,3.416817897
Dadu,Kafir,future,2061,P95,1.990199186,1.902739129,2.077659243
Dadu,Kafir,future,2062,P95,3.645784695,3.531252565,3.760316826
Dadu,Kafir,future,2063,P95,6.101381552,5.759314107,6.443448996
Dadu,Kafir,future,2064,P95,2.826168173,2.725024256,2.927312089
Dadu,Kafir,future,2065,P95,0.879437366,0.796351646,0.962523086
Dadu,Rabi,past,1985,CDD,143,,
Dadu,Rabi,past,1986,CDD,179,,
Dadu,Rabi,past,1987,CDD,178,,
Dadu,Rabi,past,1988,CDD,150,,
Dadu,Rabi,past,1989,CDD,98,,
Dadu,Rabi,past,1990,CDD,180,,
Dadu,Rabi,past,1991,CDD,92,,
Dadu,Rabi,past,1992,CDD,158,,
Dadu,Rabi,past,1993,CDD,159,,
Dadu,Rabi,past,1994,CDD,166,,
Dadu,Rabi,past,1995,CDD,181,,
Dadu,Rabi,past,1996,CDD,113,,
Dadu,Rabi,past,1997,CDD,151,,
Dadu,Rabi,past,1998,CDD,75,,
Dadu,Rabi,past,1999,CDD,144,,
Dadu,Rabi,past,2000,CDD,142,,
Dadu,Rabi,past,2001,CDD,104,,
Dadu,Rabi,past,2002,CDD,84,,
Dadu,Rabi,past,2003,CDD,87,,
Dadu,Rabi,past,2004,CDD,73,,
Dadu,Rabi,past,2005,CDD,75,,
Dadu,Rabi,past,2006,CDD,59,,
Dadu,Rabi,past,2007,CDD,75,,
Dadu,Rabi,past,2008,CDD,37,,
Dadu,Rabi,past,2009,CDD,71,,
Dadu,Rabi,past,2010,CDD,107,,
Dadu,Rabi,past,2011,CDD,117,,
Dadu,Rabi,past,2012,CDD,62,,
Dadu,Rabi,past,2013,CDD,106,,
Dadu,Rabi,past,2014,CDD,101,,
Dadu,Rabi,future,2021,CDD,137,134,140
Dadu,Rabi,future,2022,CDD,139,136,142
Dadu,Rabi,future,2023,CDD,128,126,130
Dadu,Rabi,future,2024,CDD,123,121,125
Dadu,Rabi,future,2025,CDD,118,116,121
Dadu,Rabi,future,2026,CDD,152,150,155
Dadu,Rabi,future,2027,CDD,114,111,117
Dadu,Rabi,future,2028,CDD,165,164,167
Dadu,Rabi,future,2029,CDD,104,102,106
Dadu,Rabi,future,2030,CDD,128,126,131
Dadu,Rabi,future,2031,CDD,144,143,145
Dadu,Rabi,future,2032,CDD,126,124,129
Dadu,Rabi,future,2033,CDD,138,135,141
Dadu,Rabi,future,2034,CDD,130,127,132
Dadu,Rabi,future,2035,CDD,160,158,161
Dadu,Rabi,future,2036,CDD,143,141,145
Dadu,Rabi,future,2037,CDD,155,154,157
Dadu,Rabi,future,2038,CDD,120,117,123
Dadu,Rabi,future,2039,CDD,129,126,132
Dadu,Rabi,future,2040,CDD,127,124,129
Dadu,Rabi,future,2041,CDD,158,157,159
Dadu,Rabi,future,2042,CDD,136,135,137
Dadu,Rabi,future,2043,CDD,169,168,169
Dadu,Rabi,future,2044,CDD,119,116,121
Dadu,Rabi,future,2045,CDD,139,138,141
Dadu,Rabi,future,2046,CDD,116,114,118
Dadu,Rabi,future,2047,CDD,104,103,104
Dadu,Rabi,future,2048,CDD,101,100,102
Dadu,Rabi,future,2049,CDD,169,168,170
Dadu,Rabi,future,2050,CDD,113,110,116
Dadu,Rabi,future,2051,CDD,171,170,172
Dadu,Rabi,future,2052,CDD,129,127,131
Dadu,Rabi,future,2053,CDD,134,132,136
Dadu,Rabi,future,2054,CDD,97,94,100
Dadu,Rabi,future,2055,CDD,163,161,165
Dadu,Rabi,future,2056,CDD,136,134,138
Dadu,Rabi,future,2057,CDD,177,176,177
Dadu,Rabi,future,2058,CDD,138,135,141
Dadu,Rabi,future,2059,CDD,154,153,155
Dadu,Rabi,future,2060,CDD,117,115,119
Dadu,Rabi,future,2061,CDD,168,168,169
Dadu,Rabi,future,2062,CDD,138,136,140
Dadu,Rabi,future,2063,CDD,149,146,151
Dadu,Rabi,future,2064,CDD,148,146,149
Dadu,Rabi,past,1985,IRR,1089.844192,,
Dadu,Rabi,past,1986,IRR,1167.664083,,
Dadu,Rabi,past,1987,IRR,1247.235029,,
Dadu,Rabi,past,1988,IRR,1080.20992,,
Dadu,Rabi,past,1989,IRR,1085.567919,,
Dadu,Rabi,past,1990,IRR,1094.883856,,
Dadu,Rabi,past,1991,IRR,1040.18596,,
Dadu,Rabi,past,1992,IRR,1180.878352,,
Dadu,Rabi,past,1993,IRR,1209.12973,,
Dadu,Rabi,past,1994,IRR,1157.503339,,
Dadu,Rabi,past,1995,IRR,1108.344357,,
Dadu,Rabi,past,1996,IRR,1039.423465,,
Dadu,Rabi,past,1997,IRR,1065.199992,,
Dadu,Rabi,past,1998,IRR,1282.691685,,
Dadu,Rabi,past,1999,IRR,1314.211976,,
Dadu,Rabi,past,2000,IRR,1256.844742,,
Dadu,Rabi,past,2001,IRR,1239.5209,,
Dadu,Rabi,past,2002,IRR,1170.517629,,
Dadu,Rabi,past,2003,IRR,1328.038508,,
Dadu,Rabi,past,2004,IRR,1061.82715,,
Dadu,Rabi,past,2005,IRR,1178.42922,,
Dadu,Rabi,past,2006,IRR,1104.777462,,
Dadu,Rabi,past,2007,IRR,1347.089874,,
Dadu,Rabi,past,2008,IRR,1268.748054,,
Dadu,Rabi,past,2009,IRR,1412.316105,,
Dadu,Rabi,past,2010,IRR,1317.084485,,
Dadu,Rabi,past,2011,IRR,1299.140771,,
Dadu,Rabi,past,2012,IRR,1198.483859,,
Dadu,Rabi,past,2013,IRR,1228.06159,,
Dadu,Rabi,past,2014,IRR,1235.962526,,
Dadu,Rabi,future,2021,IRR,1227.08558,1221.870787,1232.300374
Dadu,Rabi,future,2022,IRR,1240.431863,1235.458296,1245.405431
Dadu,Rabi,future,2023,IRR,1246.978731,1242.646715,1251.310747
Dadu,Rabi,future,2024,IRR,1217.026004,1210.767068,1223.284941
Dadu,Rabi,future,2025,IRR,1263.976473,1254.70212,1273.250827
Dadu,Rabi,future,2026,IRR,1306.67743,1301.572983,1311.781876
Dadu,Rabi,future,2027,IRR,1254.29613,1244.649456,1263.942804
Dadu,Rabi,future,2028,IRR,1247.93773,1242.412699,1253.46276
Dadu,Rabi,future,2029,IRR,1255.455484,1247.633379,1263.277588
Dadu,Rabi,future,2030,IRR,1216.344303,1209.353521,1223.335084
Dadu,Rabi,future,2031,IRR,1291.867439,1285.032436,1298.702443
Dadu,Rabi,future,2032,IRR,1254.169827,1245.966618,1262.373036
Dadu,Rabi,future,2033,IRR,1243.579047,1239.06289,1248.095204
Dadu,Rabi,future,2034,IRR,1172.85872,1168.207916,1177.509524
Dadu,Rabi,future,2035,IRR,1178.348334,1171.223874,1185.472794
Dadu,Rabi,future,2036,IRR,1302.817103,1297.273696,1308.360511
Dadu,Rabi,future,2037,IRR,1264.654946,1260.58809,1268.721803
Dadu,Rabi,future,2038,IRR,1315.991274,1310.049221,1321.933327
Dadu,Rabi,future,2039,IRR,1266.200354,1258.444205,1273.956503
Dadu,Rabi,future,2040,IRR,1269.437793,1264.772391,1274.103194
Dadu,Rabi,future,2041,IRR,1271.271947,1266.943401,1275.600493
Dadu,Rabi,future,2042,IRR,1195.51995,1188.627685,1202.412216
Dadu,Rabi,future,2043,IRR,1283.426267,1279.388836,1287.463697
Dadu,Rabi,future,2044,IRR,1260.00758,1254.443662,1265.571497
Dadu,Rabi,future,2045,IRR,1213.882933,1209.605614,1218.160252
Dadu,Rabi,future,2046,IRR,1242.676127,1235.204642,1250.147612
Dadu,Rabi,future,2047,IRR,1303.018327,1298.625858,1307.410795
Dadu,Rabi,future,2048,IRR,1321.09391,1315.031591,1327.156228
Dadu,Rabi,future,2049,IRR,1273.144349,1268.498632,1277.790065
Dadu,Rabi,future,2050,IRR,1286.858528,1278.734176,1294.982881
Dadu,Rabi,future,2051,IRR,1317.557871,1310.695551,1324.420191
Dadu,Rabi,future,2052,IRR,1282.373601,1274.532525,1290.214678
Dadu,Rabi,future,2053,IRR,1286.037592,1279.153644,1292.921541
Dadu,Rabi,future,2054,IRR,1269.567279,1263.448395,1275.686162
Dadu,Rabi,future,2055,IRR,1324.995451,1319.942935,1330.047967
Dadu,Rabi,future,2056,IRR,1344.998155,1340.120478,1349.875831
Dadu,Rabi,future,2057,IRR,1359.376963,1354.863828,1363.890097
Dadu,Rabi,future,2058,IRR,1323.971561,1316.02415,1331.918972
Dadu,Rabi,future,2059,IRR,1315.073373,1309.023513,1321.123233
Dadu,Rabi,future,2060,IRR,1187.676164,1178.024012,1197.328316
Dadu,Rabi,future,2061,IRR,1340.757009,1335.321971,1346.192046
Dadu,Rabi,future,2062,IRR,1370.098549,1362.365585,1377.831512
Dadu,Rabi,future,2063,IRR,1319.792501,1314.518518,1325.066485
Dadu,Rabi,future,2064,IRR,1291.511184,1287.434941,1295.587428
Dadu,Rabi,past,1985,ndws,175,,
Dadu,Rabi,past,1986,ndws,175,,
Dadu,Rabi,past,1987,ndws,176,,
Dadu,Rabi,past,1988,ndws,175,,
Dadu,Rabi,past,1989,ndws,175,,
Dadu,Rabi,past,1990,ndws,175,,
Dadu,Rabi,past,1991,ndws,176,,
Dadu,Rabi,past,1992,ndws,175,,
Dadu,Rabi,past,1993,ndws,175,,
Dadu,Rabi,past,1994,ndws,175,,
Dadu,Rabi,past,1995,ndws,176,,
Dadu,Rabi,past,1996,ndws,175,,
Dadu,Rabi,past,1997,ndws,175,,
Dadu,Rabi,past,1998,ndws,175,,
Dadu,Rabi,past,1999,ndws,176,,
Dadu,Rabi,past,2000,ndws,175,,
Dadu,Rabi,past,2001,ndws,174,,
Dadu,Rabi,past,2002,ndws,174,,
Dadu,Rabi,past,2003,ndws,176,,
Dadu,Rabi,past,2004,ndws,175,,
Dadu,Rabi,past,2005,ndws,175,,
Dadu,Rabi,past,2006,ndws,175,,
Dadu,Rabi,past,2007,ndws,176,,
Dadu,Rabi,past,2008,ndws,175,,
Dadu,Rabi,past,2009,ndws,175,,
Dadu,Rabi,past,2010,ndws,175,,
Dadu,Rabi,past,2011,ndws,176,,
Dadu,Rabi,past,2012,ndws,175,,
Dadu,Rabi,past,2013,ndws,175,,
Dadu,Rabi,past,2014,ndws,175,,
Dadu,Rabi,future,2021,ndws,175,173,177
Dadu,Rabi,future,2022,ndws,172,170,174
Dadu,Rabi,future,2023,ndws,175,173,177
Dadu,Rabi,future,2024,ndws,175,173,177
Dadu,Rabi,future,2025,ndws,171,169,173
Dadu,Rabi,future,2026,ndws,175,173,177
Dadu,Rabi,future,2027,ndws,173,171,175
Dadu,Rabi,future,2028,ndws,175,173,177
Dadu,Rabi,future,2029,ndws,173,171,175
Dadu,Rabi,future,2030,ndws,173,171,175
Dadu,Rabi,future,2031,ndws,172,170,174
Dadu,Rabi,future,2032,ndws,171,169,173
Dadu,Rabi,future,2033,ndws,175,173,177
Dadu,Rabi,future,2034,ndws,172,170,174
Dadu,Rabi,future,2035,ndws,169,167,171
Dadu,Rabi,future,2036,ndws,175,173,177
Dadu,Rabi,future,2037,ndws,174,172,176
Dadu,Rabi,future,2038,ndws,175,173,177
Dadu,Rabi,future,2039,ndws,175,173,177
Dadu,Rabi,future,2040,ndws,173,171,175
Dadu,Rabi,future,2041,ndws,175,174,177
Dadu,Rabi,future,2042,ndws,166,165,168
Dadu,Rabi,future,2043,ndws,175,174,176
Dadu,Rabi,future,2044,ndws,173,172,175
Dadu,Rabi,future,2045,ndws,171,169,173
Dadu,Rabi,future,2046,ndws,171,169,173
Dadu,Rabi,future,2047,ndws,172,170,174
Dadu,Rabi,future,2048,ndws,175,173,177
Dadu,Rabi,future,2049,ndws,175,173,177
Dadu,Rabi,future,2050,ndws,175,173,177
Dadu,Rabi,future,2051,ndws,174,172,176
Dadu,Rabi,future,2052,ndws,171,169,173
Dadu,Rabi,future,2053,ndws,172,170,174
Dadu,Rabi,future,2054,ndws,175,173,177
Dadu,Rabi,future,2055,ndws,175,173,177
Dadu,Rabi,future,2056,ndws,175,173,177
Dadu,Rabi,future,2057,ndws,175,173,177
Dadu,Rabi,future,2058,ndws,171,169,173
Dadu,Rabi,future,2059,ndws,171,169,173
Dadu,Rabi,future,2060,ndws,169,167,171
Dadu,Rabi,future,2061,ndws,175,173,177
Dadu,Rabi,future,2062,ndws,171,169,173
Dadu,Rabi,future,2063,ndws,171,169,173
Dadu,Rabi,future,2064,ndws,175,173,177
Dadu,Rabi,past,1985,NT35,30,,
Dadu,Rabi,past,1986,NT35,30,,
Dadu,Rabi,past,1987,NT35,35,,
Dadu,Rabi,past,1988,NT35,29,,
Dadu,Rabi,past,1989,NT35,30,,
Dadu,Rabi,past,1990,NT35,29,,
Dadu,Rabi,past,1991,NT35,21,,
Dadu,Rabi,past,1992,NT35,24,,
Dadu,Rabi,past,1993,NT35,33,,
Dadu,Rabi,past,1994,NT35,22,,
Dadu,Rabi,past,1995,NT35,34,,
Dadu,Rabi,past,1996,NT35,23,,
Dadu,Rabi,past,1997,NT35,33,,
Dadu,Rabi,past,1998,NT35,39,,
Dadu,Rabi,past,1999,NT35,38,,
Dadu,Rabi,past,2000,NT35,31,,
Dadu,Rabi,past,2001,NT35,40,,
Dadu,Rabi,past,2002,NT35,34,,
Dadu,Rabi,past,2003,NT35,54,,
Dadu,Rabi,past,2004,NT35,34,,
Dadu,Rabi,past,2005,NT35,30,,
Dadu,Rabi,past,2006,NT35,35,,
Dadu,Rabi,past,2007,NT35,47,,
Dadu,Rabi,past,2008,NT35,37,,
Dadu,Rabi,past,2009,NT35,52,,
Dadu,Rabi,past,2010,NT35,42,,
Dadu,Rabi,past,2011,NT35,32,,
Dadu,Rabi,past,2012,NT35,27,,
Dadu,Rabi,past,2013,NT35,28,,
Dadu,Rabi,past,2014,NT35,34,,
Dadu,Rabi,future,2021,NT35,41,40,42
Dadu,Rabi,future,2022,NT35,44,43,45
Dadu,Rabi,future,2023,NT35,43,42,44
Dadu,Rabi,future,2024,NT35,38,37,38
Dadu,Rabi,future,2025,NT35,52,51,54
Dadu,Rabi,future,2026,NT35,43,43,44
Dadu,Rabi,future,2027,NT35,51,50,53
Dadu,Rabi,future,2028,NT35,48,47,49
Dadu,Rabi,future,2029,NT35,52,51,54
Dadu,Rabi,future,2030,NT35,40,39,41
Dadu,Rabi,future,2031,NT35,57,56,58
Dadu,Rabi,future,2032,NT35,55,54,56
Dadu,Rabi,future,2033,NT35,49,48,50
Dadu,Rabi,future,2034,NT35,33,33,34
Dadu,Rabi,future,2035,NT35,37,36,38
Dadu,Rabi,future,2036,NT35,46,45,47
Dadu,Rabi,future,2037,NT35,45,44,46
Dadu,Rabi,future,2038,NT35,52,51,52
Dadu,Rabi,future,2039,NT35,51,50,52
Dadu,Rabi,future,2040,NT35,43,42,44
Dadu,Rabi,future,2041,NT35,51,50,52
Dadu,Rabi,future,2042,NT35,49,48,49
Dadu,Rabi,future,2043,NT35,45,44,45
Dadu,Rabi,future,2044,NT35,58,57,59
Dadu,Rabi,future,2045,NT35,39,38,40
Dadu,Rabi,future,2046,NT35,51,51,52
Dadu,Rabi,future,2047,NT35,58,57,59
Dadu,Rabi,future,2048,NT35,56,55,57
Dadu,Rabi,future,2049,NT35,46,46,47
Dadu,Rabi,future,2050,NT35,64,63,66
Dadu,Rabi,future,2051,NT35,56,54,57
Dadu,Rabi,future,2052,NT35,54,53,55
Dadu,Rabi,future,2053,NT35,55,54,56
Dadu,Rabi,future,2054,NT35,61,60,62
Dadu,Rabi,future,2055,NT35,56,55,57
Dadu,Rabi,future,2056,NT35,62,61,63
Dadu,Rabi,future,2057,NT35,56,56,57
Dadu,Rabi,future,2058,NT35,56,55,57
Dadu,Rabi,future,2059,NT35,62,61,63
Dadu,Rabi,future,2060,NT35,54,53,55
Dadu,Rabi,future,2061,NT35,59,58,60
Dadu,Rabi,future,2062,NT35,75,74,76
Dadu,Rabi,future,2063,NT35,59,58,60
Dadu,Rabi,future,2064,NT35,54,53,54
Dadu,Rabi,past,1985,P5D,1.113377732,,
Dadu,Rabi,past,1986,P5D,0.078775147,,
Dadu,Rabi,past,1987,P5D,0.223795123,,
Dadu,Rabi,past,1988,P5D,0.783042911,,
Dadu,Rabi,past,1989,P5D,3.77060748,,
Dadu,Rabi,past,1990,P5D,0.062282779,,
Dadu,Rabi,past,1991,P5D,2.143065689,,
Dadu,Rabi,past,1992,P5D,1.114971672,,
Dadu,Rabi,past,1993,P5D,2.29375183,,
Dadu,Rabi,past,1994,P5D,1.37956751,,
Dadu,Rabi,past,1995,P5D,0.015853063,,
Dadu,Rabi,past,1996,P5D,2.07073429,,
Dadu,Rabi,past,1997,P5D,1.885005077,,
Dadu,Rabi,past,1998,P5D,2.134567455,,
Dadu,Rabi,past,1999,P5D,1.031244156,,
Dadu,Rabi,past,2000,P5D,1.332778841,,
Dadu,Rabi,past,2001,P5D,1.804415149,,
Dadu,Rabi,past,2002,P5D,2.320866532,,
Dadu,Rabi,past,2003,P5D,1.286442354,,
Dadu,Rabi,past,2004,P5D,2.659087348,,
Dadu,Rabi,past,2005,P5D,1.870623815,,
Dadu,Rabi,past,2006,P5D,3.490238637,,
Dadu,Rabi,past,2007,P5D,2.194523219,,
Dadu,Rabi,past,2008,P5D,2.443518799,,
Dadu,Rabi,past,2009,P5D,1.885370286,,
Dadu,Rabi,past,2010,P5D,2.419319304,,
Dadu,Rabi,past,2011,P5D,1.791301717,,
Dadu,Rabi,past,2012,P5D,3.517717014,,
Dadu,Rabi,past,2013,P5D,1.457409683,,
Dadu,Rabi,past,2014,P5D,1.941930138,,
Dadu,Rabi,future,2021,P5D,0.228819788,0.214271826,0.243367749
Dadu,Rabi,future,2022,P5D,4.165335428,3.908996878,4.421673978
Dadu,Rabi,future,2023,P5D,1.295541425,1.234524211,1.356558638
Dadu,Rabi,future,2024,P5D,1.547268182,1.448628368,1.645907996
Dadu,Rabi,future,2025,P5D,3.68355909,3.370872709,3.996245472
Dadu,Rabi,future,2026,P5D,0.399623912,0.361333248,0.437914577
Dadu,Rabi,future,2027,P5D,2.711266902,2.563714318,2.858819486
Dadu,Rabi,future,2028,P5D,1.236518001,1.118288601,1.3547474
Dadu,Rabi,future,2029,P5D,3.349183457,3.178586282,3.519780632
Dadu,Rabi,future,2030,P5D,4.202920372,3.916247873,4.489592872
Dadu,Rabi,future,2031,P5D,3.668117177,3.471203344,3.865031009
Dadu,Rabi,future,2032,P5D,8.651476974,8.029166523,9.273787425
Dadu,Rabi,future,2033,P5D,1.118543246,1.032260883,1.204825608
Dadu,Rabi,future,2034,P5D,4.786282731,4.527913494,5.044651969
Dadu,Rabi,future,2035,P5D,5.16330702,4.70199138,5.624622659
Dadu,Rabi,future,2036,P5D,0.2881029,0.268506521,0.307699278
Dadu,Rabi,future,2037,P5D,2.236452671,2.051068724,2.421836618
Dadu,Rabi,future,2038,P5D,2.122836035,1.957196073,2.288475997
Dadu,Rabi,future,2039,P5D,2.006975243,1.914323264,2.099627222
Dadu,Rabi,future,2040,P5D,2.937792599,2.743742441,3.131842757
Dadu,Rabi,future,2041,P5D,0.312851854,0.300202699,0.325501009
Dadu,Rabi,future,2042,P5D,7.811117534,7.387421461,8.234813607
Dadu,Rabi,future,2043,P5D,1.310628606,1.222344595,1.398912618
Dadu,Rabi,future,2044,P5D,3.234101835,3.07086696,3.397336709
Dadu,Rabi,future,2045,P5D,5.730020499,5.609347098,5.850693901
Dadu,Rabi,future,2046,P5D,3.214030285,3.091970279,3.336090292
Dadu,Rabi,future,2047,P5D,5.294061102,5.029213935,5.558908269
Dadu,Rabi,future,2048,P5D,2.19142831,2.141586777,2.241269843
Dadu,Rabi,future,2049,P5D,1.668324181,1.520242692,1.816405669
Dadu,Rabi,future,2050,P5D,1.787850773,1.703214407,1.87248714
Dadu,Rabi,future,2051,P5D,3.308481938,3.019555779,3.597408097
Dadu,Rabi,future,2052,P5D,3.624570694,3.330981796,3.918159592
Dadu,Rabi,future,2053,P5D,4.696468099,4.362505006,5.030431192
Dadu,Rabi,future,2054,P5D,2.60149778,2.533610436,2.669385123
Dadu,Rabi,future,2055,P5D,0.311292933,0.290453017,0.332132849
Dadu,Rabi,future,2056,P5D,0.976751768,0.907628136,1.045875401
Dadu,Rabi,future,2057,P5D,0.304660396,0.278498491,0.330822302
Dadu,Rabi,future,2058,P5D,5.002949721,4.737521565,5.268377877
Dadu,Rabi,future,2059,P5D,5.882014267,5.550865717,6.213162817
Dadu,Rabi,future,2060,P5D,12.9887765,11.93908691,14.03846609
Dadu,Rabi,future,2061,P5D,2.193068508,2.04581315,2.340323865
Dadu,Rabi,future,2062,P5D,3.615685579,3.360759272,3.870611885
Dadu,Rabi,future,2063,P5D,3.53626739,3.21816166,3.854373119
Dadu,Rabi,future,2064,P5D,2.800759835,2.694286564,2.907233106
Dadu,Rabi,past,1985,P95,0,,
Dadu,Rabi,past,1986,P95,0,,
Dadu,Rabi,past,1987,P95,0,,
Dadu,Rabi,past,1988,P95,0,,
Dadu,Rabi,past,1989,P95,0,,
Dadu,Rabi,past,1990,P95,0,,
Dadu,Rabi,past,1991,P95,0,,
Dadu,Rabi,past,1992,P95,0,,
Dadu,Rabi,past,1993,P95,0,,
Dadu,Rabi,past,1994,P95,0,,
Dadu,Rabi,past,1995,P95,0,,
Dadu,Rabi,past,1996,P95,0,,
Dadu,Rabi,past,1997,P95,0,,
Dadu,Rabi,past,1998,P95,0.027807508,,
Dadu,Rabi,past,1999,P95,0,,
Dadu,Rabi,past,2000,P95,0.007300323,,
Dadu,Rabi,past,2001,P95,0,,
Dadu,Rabi,past,2002,P95,0.246450114,,
Dadu,Rabi,past,2003,P95,0.018019125,,
Dadu,Rabi,past,2004,P95,1.51256236,,
Dadu,Rabi,past,2005,P95,0.296516071,,
Dadu,Rabi,past,2006,P95,0.686526391,,
Dadu,Rabi,past,2007,P95,0.009762096,,
Dadu,Rabi,past,2008,P95,2.748897109,,
Dadu,Rabi,past,2009,P95,0.184305913,,
Dadu,Rabi,past,2010,P95,0.117108128,,
Dadu,Rabi,past,2011,P95,0,,
Dadu,Rabi,past,2012,P95,1.70460735,,
Dadu,Rabi,past,2013,P95,1.231718347,,
Dadu,Rabi,past,2014,P95,0.245984946,,
Dadu,Rabi,future,2021,P95,0,0,0
Dadu,Rabi,future,2022,P95,0,0,0
Dadu,Rabi,future,2023,P95,0,0,0
Dadu,Rabi,future,2024,P95,0,0,0
Dadu,Rabi,future,2025,P95,0.629890014,0.552420766,0.707359262
Dadu,Rabi,future,2026,P95,0,0,0
Dadu,Rabi,future,2027,P95,0.762768846,0.67702405,0.848513642
Dadu,Rabi,future,2028,P95,0,0,0
Dadu,Rabi,future,2029,P95,0,0,0
Dadu,Rabi,future,2030,P95,0,0,0
Dadu,Rabi,future,2031,P95,0,0,0
Dadu,Rabi,future,2032,P95,0,0,0
Dadu,Rabi,future,2033,P95,0,0,0
Dadu,Rabi,future,2034,P95,0,0,0
Dadu,Rabi,future,2035,P95,0.163561204,0.133015147,0.19410726
Dadu,Rabi,future,2036,P95,0,0,0
Dadu,Rabi,future,2037,P95,0,0,0
Dadu,Rabi,future,2038,P95,0,0,0
Dadu,Rabi,future,2039,P95,0,0,0
Dadu,Rabi,future,2040,P95,0,0,0
Dadu,Rabi,future,2041,P95,0,0,0
Dadu,Rabi,future,2042,P95,1.050790926,0.974829994,1.126751857
Dadu,Rabi,future,2043,P95,0,0,0
Dadu,Rabi,future,2044,P95,0.279053656,0.247048014,0.311059297
Dadu,Rabi,future,2045,P95,0,0,0
Dadu,Rabi,future,2046,P95,0,0,0
Dadu,Rabi,future,2047,P95,0,0,0
Dadu,Rabi,future,2048,P95,0,0,0
Dadu,Rabi,future,2049,P95,0,0,0
Dadu,Rabi,future,2050,P95,1.83E-04,-1.77E-04,5.43E-04
Dadu,Rabi,future,2051,P95,0,0,0
Dadu,Rabi,future,2052,P95,0.971147264,0.881149395,1.061145133
Dadu,Rabi,future,2053,P95,0,0,0
Dadu,Rabi,future,2054,P95,0.42305431,0.384129898,0.461978721
Dadu,Rabi,future,2055,P95,0,0,0
Dadu,Rabi,future,2056,P95,0,0,0
Dadu,Rabi,future,2057,P95,0,0,0
Dadu,Rabi,future,2058,P95,0,0,0
Dadu,Rabi,future,2059,P95,0,0,0
Dadu,Rabi,future,2060,P95,0.28527322,0.251137795,0.319408645
Dadu,Rabi,future,2061,P95,0,0,0
Dadu,Rabi,future,2062,P95,0.191662615,0.159112304,0.224212926
Dadu,Rabi,future,2063,P95,0,0,0
Dadu,Rabi,future,2064,P95,0,0,0
D.I. Khan,Kafir,past,1985,CDD,115,,
D.I. Khan,Kafir,past,1986,CDD,95,,
D.I. Khan,Kafir,past,1987,CDD,128,,
D.I. Khan,Kafir,past,1988,CDD,91,,
D.I. Khan,Kafir,past,1989,CDD,99,,
D.I. Khan,Kafir,past,1990,CDD,90,,
D.I. Khan,Kafir,past,1991,CDD,108,,
D.I. Khan,Kafir,past,1992,CDD,99,,
D.I. Khan,Kafir,past,1993,CDD,123,,
D.I. Khan,Kafir,past,1994,CDD,80,,
D.I. Khan,Kafir,past,1995,CDD,94,,
D.I. Khan,Kafir,past,1996,CDD,78,,
D.I. Khan,Kafir,past,1997,CDD,47,,
D.I. Khan,Kafir,past,1998,CDD,82,,
D.I. Khan,Kafir,past,1999,CDD,80,,
D.I. Khan,Kafir,past,2000,CDD,77,,
D.I. Khan,Kafir,past,2001,CDD,96,,
D.I. Khan,Kafir,past,2002,CDD,36,,
D.I. Khan,Kafir,past,2003,CDD,80,,
D.I. Khan,Kafir,past,2004,CDD,39,,
D.I. Khan,Kafir,past,2005,CDD,69,,
D.I. Khan,Kafir,past,2006,CDD,45,,
D.I. Khan,Kafir,past,2007,CDD,95,,
D.I. Khan,Kafir,past,2008,CDD,54,,
D.I. Khan,Kafir,past,2009,CDD,67,,
D.I. Khan,Kafir,past,2010,CDD,76,,
D.I. Khan,Kafir,past,2011,CDD,50,,
D.I. Khan,Kafir,past,2012,CDD,45,,
D.I. Khan,Kafir,past,2013,CDD,44,,
D.I. Khan,Kafir,past,2014,CDD,78,,
D.I. Khan,Kafir,past,2015,CDD,39,,
D.I. Khan,Kafir,future,2021,CDD,83,82,85
D.I. Khan,Kafir,future,2022,CDD,50,49,51
D.I. Khan,Kafir,future,2023,CDD,75,74,77
D.I. Khan,Kafir,future,2024,CDD,85,81,88
D.I. Khan,Kafir,future,2025,CDD,75,73,78
D.I. Khan,Kafir,future,2026,CDD,75,72,78
D.I. Khan,Kafir,future,2027,CDD,59,59,60
D.I. Khan,Kafir,future,2028,CDD,60,59,61
D.I. Khan,Kafir,future,2029,CDD,59,58,59
D.I. Khan,Kafir,future,2030,CDD,98,96,100
D.I. Khan,Kafir,future,2031,CDD,91,88,94
D.I. Khan,Kafir,future,2032,CDD,46,46,47
D.I. Khan,Kafir,future,2033,CDD,57,56,58
D.I. Khan,Kafir,future,2034,CDD,64,62,65
D.I. Khan,Kafir,future,2035,CDD,66,65,67
D.I. Khan,Kafir,future,2036,CDD,84,82,87
D.I. Khan,Kafir,future,2037,CDD,70,69,71
D.I. Khan,Kafir,future,2038,CDD,72,71,73
D.I. Khan,Kafir,future,2039,CDD,54,53,55
D.I. Khan,Kafir,future,2040,CDD,73,72,73
D.I. Khan,Kafir,future,2041,CDD,65,64,66
D.I. Khan,Kafir,future,2042,CDD,56,55,56
D.I. Khan,Kafir,future,2043,CDD,52,51,52
D.I. Khan,Kafir,future,2044,CDD,47,46,48
D.I. Khan,Kafir,future,2045,CDD,60,59,61
D.I. Khan,Kafir,future,2046,CDD,61,59,63
D.I. Khan,Kafir,future,2047,CDD,71,69,72
