district,season,time,year,vars,value,CI_lower,CI_upper
North Waziristan,Kafir,future,2060,P5D,8.517070976,8.127226706,8.906915245
North Waziristan,Kafir,future,2061,P5D,10.07082164,9.868949382,10.27269389
North Waziristan,Kafir,future,2062,P5D,15.69105353,14.92982107,16.452286
North Waziristan,Kafir,future,2063,P5D,10.99094472,10.52094985,11.46093959
North Waziristan,Kafir,future,2064,P5D,20.18601237,18.97741254,21.3946122
North Waziristan,Kafir,future,2065,P5D,3.880934981,3.726349265,4.035520697
North Waziristan,Kafir,past,1985,P95,0,,
North Waziristan,Kafir,past,1986,P95,0.039914947,,
North Waziristan,Kafir,past,1987,P95,0,,
North Waziristan,Kafir,past,1988,P95,0,,
North Waziristan,Kafir,past,1989,P95,0,,
North Waziristan,Kafir,past,1990,P95,0.737434819,,
North Waziristan,Kafir,past,1991,P95,0.088760293,,
North Waziristan,Kafir,past,1992,P95,0,,
North Waziristan,Kafir,past,1993,P95,0,,
North Waziristan,Kafir,past,1994,P95,2.816638969,,
North Waziristan,Kafir,past,1995,P95,0,,
North Waziristan,Kafir,past,1996,P95,0,,
North Waziristan,Kafir,past,1997,P95,0.56914375,,
North Waziristan,Kafir,past,1998,P95,0.786730128,,
North Waziristan,Kafir,past,1999,P95,3.062984266,,
North Waziristan,Kafir,past,2000,P95,0.972470293,,
North Waziristan,Kafir,past,2001,P95,2.833506707,,
North Waziristan,Kafir,past,2002,P95,0.908998069,,
North Waziristan,Kafir,past,2003,P95,0.852517463,,
North Waziristan,Kafir,past,2004,P95,0.813033958,,
North Waziristan,Kafir,past,2005,P95,6.577503459,,
North Waziristan,Kafir,past,2006,P95,7.100763141,,
North Waziristan,Kafir,past,2007,P95,1.936204924,,
North Waziristan,Kafir,past,2008,P95,4.041190097,,
North Waziristan,Kafir,past,2009,P95,3.135967642,,
North Waziristan,Kafir,past,2010,P95,7.338192614,,
North Waziristan,Kafir,past,2011,P95,3.665849015,,
North Waziristan,Kafir,past,2012,P95,2.877385591,,
North Waziristan,Kafir,past,2013,P95,9.343361605,,
North Waziristan,Kafir,past,2014,P95,3.097054436,,
North Waziristan,Kafir,past,2015,P95,8.135948015,,
North Waziristan,Kafir,future,2021,P95,4.235676218,3.896806459,4.574545976
North Waziristan,Kafir,future,2022,P95,4.62564118,4.270861479,4.98042088
North Waziristan,Kafir,future,2023,P95,4.849873759,4.51456279,5.185184728
North Waziristan,Kafir,future,2024,P95,5.433250239,5.046286645,5.820213832
North Waziristan,Kafir,future,2025,P95,6.073688719,5.969047391,6.178330046
North Waziristan,Kafir,future,2026,P95,3.257205376,2.874942932,3.63946782
North Waziristan,Kafir,future,2027,P95,9.388053708,8.900065437,9.876041979
North Waziristan,Kafir,future,2028,P95,9.227342136,8.656150925,9.798533347
North Waziristan,Kafir,future,2029,P95,5.05329892,4.779889482,5.326708359
North Waziristan,Kafir,future,2030,P95,6.507994488,6.048371315,6.96761766
North Waziristan,Kafir,future,2031,P95,4.974139087,4.463443915,5.484834258
North Waziristan,Kafir,future,2032,P95,9.788340269,9.31606744,10.2606131
North Waziristan,Kafir,future,2033,P95,4.260185632,4.012519163,4.5078521
North Waziristan,Kafir,future,2034,P95,2.467019628,2.254650593,2.679388664
North Waziristan,Kafir,future,2035,P95,2.989073423,2.782627162,3.195519685
North Waziristan,Kafir,future,2036,P95,4.780274715,4.350466357,5.210083073
North Waziristan,Kafir,future,2037,P95,11.04077934,10.27006566,11.81149301
North Waziristan,Kafir,future,2038,P95,6.127449065,5.768824517,6.486073613
North Waziristan,Kafir,future,2039,P95,4.85741138,4.587558954,5.127263805
North Waziristan,Kafir,future,2040,P95,1.989570713,1.851643389,2.127498037
North Waziristan,Kafir,future,2041,P95,4.128829433,3.869371343,4.388287524
North Waziristan,Kafir,future,2042,P95,3.757858828,3.621997448,3.893720208
North Waziristan,Kafir,future,2043,P95,6.202077687,5.844477873,6.559677501
North Waziristan,Kafir,future,2044,P95,5.259776278,4.947414694,5.572137862
North Waziristan,Kafir,future,2045,P95,3.745951843,3.544625964,3.947277721
North Waziristan,Kafir,future,2046,P95,4.947511737,4.482928284,5.412095191
North Waziristan,Kafir,future,2047,P95,3.975980263,3.531323836,4.420636689
North Waziristan,Kafir,future,2048,P95,3.818394702,3.546992295,4.08979711
North Waziristan,Kafir,future,2049,P95,9.8806239,9.595894687,10.16535311
North Waziristan,Kafir,future,2050,P95,5.623311396,5.23641821,6.010204581
North Waziristan,Kafir,future,2051,P95,8.658177739,8.401955668,8.91439981
North Waziristan,Kafir,future,2052,P95,4.827914165,4.422013334,5.233814997
North Waziristan,Kafir,future,2053,P95,6.413581021,6.184579896,6.642582145
North Waziristan,Kafir,future,2054,P95,4.663092676,4.334068438,4.992116913
North Waziristan,Kafir,future,2055,P95,6.427826334,6.054340155,6.801312514
North Waziristan,Kafir,future,2056,P95,6.506671602,6.057781604,6.955561599
North Waziristan,Kafir,future,2057,P95,6.361462531,6.042021262,6.680903799
North Waziristan,Kafir,future,2058,P95,7.656092136,7.229008008,8.083176264
North Waziristan,Kafir,future,2059,P95,10.79401663,10.25776618,11.33026707
North Waziristan,Kafir,future,2060,P95,4.545196892,4.267310338,4.823083447
North Waziristan,Kafir,future,2061,P95,6.469355436,6.103601282,6.83510959
North Waziristan,Kafir,future,2062,P95,5.868383956,5.681970164,6.054797748
North Waziristan,Kafir,future,2063,P95,6.54497234,5.948626384,7.141318296
North Waziristan,Kafir,future,2064,P95,6.763865652,6.361999466,7.165731838
North Waziristan,Kafir,future,2065,P95,0.530096473,0.447606592,0.612586353
North Waziristan,Rabi,past,1985,CDD,54,,
North Waziristan,Rabi,past,1986,CDD,72,,
North Waziristan,Rabi,past,1987,CDD,68,,
North Waziristan,Rabi,past,1988,CDD,66,,
North Waziristan,Rabi,past,1989,CDD,55,,
North Waziristan,Rabi,past,1990,CDD,58,,
North Waziristan,Rabi,past,1991,CDD,54,,
North Waziristan,Rabi,past,1992,CDD,70,,
North Waziristan,Rabi,past,1993,CDD,72,,
North Waziristan,Rabi,past,1994,CDD,59,,
North Waziristan,Rabi,past,1995,CDD,72,,
North Waziristan,Rabi,past,1996,CDD,93,,
North Waziristan,Rabi,past,1997,CDD,64,,
North Waziristan,Rabi,past,1998,CDD,56,,
North Waziristan,Rabi,past,1999,CDD,56,,
North Waziristan,Rabi,past,2000,CDD,53,,
North Waziristan,Rabi,past,2001,CDD,43,,
North Waziristan,Rabi,past,2002,CDD,32,,
North Waziristan,Rabi,past,2003,CDD,48,,
North Waziristan,Rabi,past,2004,CDD,30,,
North Waziristan,Rabi,past,2005,CDD,57,,
North Waziristan,Rabi,past,2006,CDD,33,,
North Waziristan,Rabi,past,2007,CDD,50,,
North Waziristan,Rabi,past,2008,CDD,40,,
North Waziristan,Rabi,past,2009,CDD,38,,
North Waziristan,Rabi,past,2010,CDD,76,,
North Waziristan,Rabi,past,2011,CDD,69,,
North Waziristan,Rabi,past,2012,CDD,37,,
North Waziristan,Rabi,past,2013,CDD,44,,
North Waziristan,Rabi,past,2014,CDD,57,,
North Waziristan,Rabi,future,2021,CDD,57,56,59
North Waziristan,Rabi,future,2022,CDD,61,59,62
North Waziristan,Rabi,future,2023,CDD,63,61,65
North Waziristan,Rabi,future,2024,CDD,66,64,68
North Waziristan,Rabi,future,2025,CDD,55,53,57
North Waziristan,Rabi,future,2026,CDD,88,86,89
North Waziristan,Rabi,future,2027,CDD,70,67,74
North Waziristan,Rabi,future,2028,CDD,81,76,87
North Waziristan,Rabi,future,2029,CDD,35,34,35
North Waziristan,Rabi,future,2030,CDD,80,78,81
North Waziristan,Rabi,future,2031,CDD,64,64,65
North Waziristan,Rabi,future,2032,CDD,71,70,72
North Waziristan,Rabi,future,2033,CDD,68,67,69
North Waziristan,Rabi,future,2034,CDD,53,51,54
North Waziristan,Rabi,future,2035,CDD,62,60,64
North Waziristan,Rabi,future,2036,CDD,69,69,70
North Waziristan,Rabi,future,2037,CDD,82,80,83
North Waziristan,Rabi,future,2038,CDD,70,68,72
North Waziristan,Rabi,future,2039,CDD,76,74,79
North Waziristan,Rabi,future,2040,CDD,54,52,56
North Waziristan,Rabi,future,2041,CDD,73,71,76
North Waziristan,Rabi,future,2042,CDD,62,61,63
North Waziristan,Rabi,future,2043,CDD,64,63,65
North Waziristan,Rabi,future,2044,CDD,75,73,77
North Waziristan,Rabi,future,2045,CDD,65,64,66
North Waziristan,Rabi,future,2046,CDD,60,58,61
North Waziristan,Rabi,future,2047,CDD,75,73,76
North Waziristan,Rabi,future,2048,CDD,54,53,55
North Waziristan,Rabi,future,2049,CDD,82,79,85
North Waziristan,Rabi,future,2050,CDD,42,41,43
North Waziristan,Rabi,future,2051,CDD,93,90,95
North Waziristan,Rabi,future,2052,CDD,87,85,89
North Waziristan,Rabi,future,2053,CDD,52,50,54
North Waziristan,Rabi,future,2054,CDD,43,42,45
North Waziristan,Rabi,future,2055,CDD,71,67,75
North Waziristan,Rabi,future,2056,CDD,66,65,67
North Waziristan,Rabi,future,2057,CDD,79,77,81
North Waziristan,Rabi,future,2058,CDD,84,82,86
North Waziristan,Rabi,future,2059,CDD,88,85,91
North Waziristan,Rabi,future,2060,CDD,45,44,46
North Waziristan,Rabi,future,2061,CDD,74,73,75
North Waziristan,Rabi,future,2062,CDD,76,73,79
North Waziristan,Rabi,future,2063,CDD,75,74,75
North Waziristan,Rabi,future,2064,CDD,60,58,62
North Waziristan,Rabi,past,1985,IRR,453.361801,,
North Waziristan,Rabi,past,1986,IRR,446.7257129,,
North Waziristan,Rabi,past,1987,IRR,553.0844701,,
North Waziristan,Rabi,past,1988,IRR,480.199859,,
North Waziristan,Rabi,past,1989,IRR,446.3654268,,
North Waziristan,Rabi,past,1990,IRR,388.0240235,,
North Waziristan,Rabi,past,1991,IRR,329.8509102,,
North Waziristan,Rabi,past,1992,IRR,588.4358216,,
North Waziristan,Rabi,past,1993,IRR,579.6967449,,
North Waziristan,Rabi,past,1994,IRR,403.5918505,,
North Waziristan,Rabi,past,1995,IRR,562.4518662,,
North Waziristan,Rabi,past,1996,IRR,510.6871391,,
North Waziristan,Rabi,past,1997,IRR,458.9029808,,
North Waziristan,Rabi,past,1998,IRR,563.0376252,,
North Waziristan,Rabi,past,1999,IRR,654.7392793,,
North Waziristan,Rabi,past,2000,IRR,590.4085283,,
North Waziristan,Rabi,past,2001,IRR,556.7850911,,
North Waziristan,Rabi,past,2002,IRR,469.0999399,,
North Waziristan,Rabi,past,2003,IRR,655.7218038,,
North Waziristan,Rabi,past,2004,IRR,437.97173,,
North Waziristan,Rabi,past,2005,IRR,537.9586894,,
North Waziristan,Rabi,past,2006,IRR,400.7437508,,
North Waziristan,Rabi,past,2007,IRR,500.6487599,,
North Waziristan,Rabi,past,2008,IRR,399.6132318,,
North Waziristan,Rabi,past,2009,IRR,529.2674529,,
North Waziristan,Rabi,past,2010,IRR,468.3941692,,
North Waziristan,Rabi,past,2011,IRR,425.1908201,,
North Waziristan,Rabi,past,2012,IRR,248.3974066,,
North Waziristan,Rabi,past,2013,IRR,348.7439395,,
North Waziristan,Rabi,past,2014,IRR,384.6917944,,
North Waziristan,Rabi,future,2021,IRR,567.4608651,559.6675813,575.254149
North Waziristan,Rabi,future,2022,IRR,584.932198,578.4781322,591.3862639
North Waziristan,Rabi,future,2023,IRR,590.9010161,584.6884125,597.1136197
North Waziristan,Rabi,future,2024,IRR,524.9023861,516.1676706,533.6371015
North Waziristan,Rabi,future,2025,IRR,549.7862683,536.2070419,563.3654946
North Waziristan,Rabi,future,2026,IRR,633.5834505,627.3886939,639.7782071
North Waziristan,Rabi,future,2027,IRR,424.1125344,397.3147199,450.9103489
North Waziristan,Rabi,future,2028,IRR,580.6733575,570.1830889,591.1636261
North Waziristan,Rabi,future,2029,IRR,420.8891665,412.4518987,429.3264342
North Waziristan,Rabi,future,2030,IRR,546.3403686,536.2196744,556.4610627
North Waziristan,Rabi,future,2031,IRR,630.8127252,621.1002915,640.525159
North Waziristan,Rabi,future,2032,IRR,615.5951436,608.0534422,623.1368451
North Waziristan,Rabi,future,2033,IRR,549.869014,544.1527313,555.5852967
North Waziristan,Rabi,future,2034,IRR,490.4350501,478.4158523,502.4542479
North Waziristan,Rabi,future,2035,IRR,447.5112593,428.21378,466.8087386
North Waziristan,Rabi,future,2036,IRR,558.0988317,548.9768114,567.220852
North Waziristan,Rabi,future,2037,IRR,580.7375606,574.1241722,587.350949
North Waziristan,Rabi,future,2038,IRR,543.9163221,528.610726,559.2219182
North Waziristan,Rabi,future,2039,IRR,511.7405335,495.5939741,527.8870928
North Waziristan,Rabi,future,2040,IRR,580.4338329,567.6704887,593.1971771
North Waziristan,Rabi,future,2041,IRR,579.2779824,569.645662,588.9103028
North Waziristan,Rabi,future,2042,IRR,569.0777303,563.3622758,574.7931848
North Waziristan,Rabi,future,2043,IRR,601.4346654,597.3495828,605.519748
North Waziristan,Rabi,future,2044,IRR,567.0332388,559.1321065,574.9343711
North Waziristan,Rabi,future,2045,IRR,456.5273914,448.7208136,464.3339692
North Waziristan,Rabi,future,2046,IRR,364.1099748,343.519582,384.7003676
North Waziristan,Rabi,future,2047,IRR,635.5031675,629.4394461,641.566889
North Waziristan,Rabi,future,2048,IRR,586.0340163,575.7001392,596.3678935
North Waziristan,Rabi,future,2049,IRR,637.2492294,628.0586846,646.4397742
North Waziristan,Rabi,future,2050,IRR,514.3960667,500.4489865,528.3431469
North Waziristan,Rabi,future,2051,IRR,665.3924017,654.3011487,676.4836546
North Waziristan,Rabi,future,2052,IRR,636.5295672,624.9051822,648.1539521
North Waziristan,Rabi,future,2053,IRR,569.6609216,554.7276075,584.5942356
North Waziristan,Rabi,future,2054,IRR,468.3806244,449.5956549,487.165594
North Waziristan,Rabi,future,2055,IRR,618.9442285,608.4409251,629.4475318
North Waziristan,Rabi,future,2056,IRR,676.4685185,666.8305453,686.1064917
North Waziristan,Rabi,future,2057,IRR,706.0892407,698.9785791,713.1999024
North Waziristan,Rabi,future,2058,IRR,647.3514508,631.6060212,663.0968804
North Waziristan,Rabi,future,2059,IRR,666.7170655,659.7944828,673.6396482
North Waziristan,Rabi,future,2060,IRR,444.0818516,424.4193556,463.7443475
North Waziristan,Rabi,future,2061,IRR,605.9090573,600.029828,611.7882867
North Waziristan,Rabi,future,2062,IRR,647.4923416,637.7359222,657.2487609
North Waziristan,Rabi,future,2063,IRR,718.1529856,712.3468453,723.959126
North Waziristan,Rabi,future,2064,IRR,616.4914468,610.5881201,622.3947735
North Waziristan,Rabi,past,1985,ndws,141,,
North Waziristan,Rabi,past,1986,ndws,143,,
North Waziristan,Rabi,past,1987,ndws,157,,
North Waziristan,Rabi,past,1988,ndws,143,,
North Waziristan,Rabi,past,1989,ndws,130,,
North Waziristan,Rabi,past,1990,ndws,127,,
North Waziristan,Rabi,past,1991,ndws,136,,
North Waziristan,Rabi,past,1992,ndws,170,,
North Waziristan,Rabi,past,1993,ndws,169,,
North Waziristan,Rabi,past,1994,ndws,143,,
North Waziristan,Rabi,past,1995,ndws,167,,
North Waziristan,Rabi,past,1996,ndws,166,,
North Waziristan,Rabi,past,1997,ndws,151,,
North Waziristan,Rabi,past,1998,ndws,126,,
North Waziristan,Rabi,past,1999,ndws,165,,
North Waziristan,Rabi,past,2000,ndws,168,,
North Waziristan,Rabi,past,2001,ndws,153,,
North Waziristan,Rabi,past,2002,ndws,139,,
North Waziristan,Rabi,past,2003,ndws,158,,
North Waziristan,Rabi,past,2004,ndws,113,,
North Waziristan,Rabi,past,2005,ndws,147,,
North Waziristan,Rabi,past,2006,ndws,107,,
North Waziristan,Rabi,past,2007,ndws,143,,
North Waziristan,Rabi,past,2008,ndws,120,,
North Waziristan,Rabi,past,2009,ndws,142,,
North Waziristan,Rabi,past,2010,ndws,136,,
North Waziristan,Rabi,past,2011,ndws,139,,
North Waziristan,Rabi,past,2012,ndws,106,,
North Waziristan,Rabi,past,2013,ndws,124,,
North Waziristan,Rabi,past,2014,ndws,125,,
North Waziristan,Rabi,future,2021,ndws,146,144,148
North Waziristan,Rabi,future,2022,ndws,161,160,162
North Waziristan,Rabi,future,2023,ndws,168,167,169
North Waziristan,Rabi,future,2024,ndws,156,153,158
North Waziristan,Rabi,future,2025,ndws,145,143,146
North Waziristan,Rabi,future,2026,ndws,176,175,176
North Waziristan,Rabi,future,2027,ndws,131,127,135
North Waziristan,Rabi,future,2028,ndws,149,147,152
North Waziristan,Rabi,future,2029,ndws,144,143,145
North Waziristan,Rabi,future,2030,ndws,157,157,158
North Waziristan,Rabi,future,2031,ndws,161,159,163
North Waziristan,Rabi,future,2032,ndws,163,162,164
North Waziristan,Rabi,future,2033,ndws,151,151,152
North Waziristan,Rabi,future,2034,ndws,135,132,137
North Waziristan,Rabi,future,2035,ndws,140,136,143
North Waziristan,Rabi,future,2036,ndws,148,147,149
North Waziristan,Rabi,future,2037,ndws,160,159,160
North Waziristan,Rabi,future,2038,ndws,148,146,150
North Waziristan,Rabi,future,2039,ndws,148,146,151
North Waziristan,Rabi,future,2040,ndws,156,154,158
North Waziristan,Rabi,future,2041,ndws,155,153,156
North Waziristan,Rabi,future,2042,ndws,145,143,146
North Waziristan,Rabi,future,2043,ndws,156,155,157
North Waziristan,Rabi,future,2044,ndws,148,146,149
North Waziristan,Rabi,future,2045,ndws,148,147,149
North Waziristan,Rabi,future,2046,ndws,126,124,128
North Waziristan,Rabi,future,2047,ndws,161,160,162
North Waziristan,Rabi,future,2048,ndws,149,148,151
North Waziristan,Rabi,future,2049,ndws,163,162,164
North Waziristan,Rabi,future,2050,ndws,141,139,143
North Waziristan,Rabi,future,2051,ndws,177,177,178
North Waziristan,Rabi,future,2052,ndws,155,153,157
North Waziristan,Rabi,future,2053,ndws,149,147,151
North Waziristan,Rabi,future,2054,ndws,137,135,139
North Waziristan,Rabi,future,2055,ndws,156,154,158
North Waziristan,Rabi,future,2056,ndws,165,164,167
North Waziristan,Rabi,future,2057,ndws,171,171,171
North Waziristan,Rabi,future,2058,ndws,163,161,164
North Waziristan,Rabi,future,2059,ndws,160,159,161
North Waziristan,Rabi,future,2060,ndws,140,138,142
North Waziristan,Rabi,future,2061,ndws,147,145,148
North Waziristan,Rabi,future,2062,ndws,157,155,160
North Waziristan,Rabi,future,2063,ndws,167,166,168
North Waziristan,Rabi,future,2064,ndws,153,152,155
North Waziristan,Rabi,past,1985,NT35,0,,
North Waziristan,Rabi,past,1986,NT35,0,,
North Waziristan,Rabi,past,1987,NT35,0,,
North Waziristan,Rabi,past,1988,NT35,0,,
North Waziristan,Rabi,past,1989,NT35,0,,
North Waziristan,Rabi,past,1990,NT35,0,,
North Waziristan,Rabi,past,1991,NT35,0,,
North Waziristan,Rabi,past,1992,NT35,0,,
North Waziristan,Rabi,past,1993,NT35,0,,
North Waziristan,Rabi,past,1994,NT35,0,,
North Waziristan,Rabi,past,1995,NT35,0,,
North Waziristan,Rabi,past,1996,NT35,0,,
North Waziristan,Rabi,past,1997,NT35,0,,
North Waziristan,Rabi,past,1998,NT35,1,,
North Waziristan,Rabi,past,1999,NT35,0,,
North Waziristan,Rabi,past,2000,NT35,0,,
North Waziristan,Rabi,past,2001,NT35,0,,
North Waziristan,Rabi,past,2002,NT35,0,,
North Waziristan,Rabi,past,2003,NT35,0,,
North Waziristan,Rabi,past,2004,NT35,0,,
North Waziristan,Rabi,past,2005,NT35,1,,
North Waziristan,Rabi,past,2006,NT35,1,,
North Waziristan,Rabi,past,2007,NT35,0,,
North Waziristan,Rabi,past,2008,NT35,0,,
North Waziristan,Rabi,past,2009,NT35,0,,
North Waziristan,Rabi,past,2010,NT35,0,,
North Waziristan,Rabi,past,2011,NT35,0,,
North Waziristan,Rabi,past,2012,NT35,0,,
North Waziristan,Rabi,past,2013,NT35,0,,
North Waziristan,Rabi,past,2014,NT35,0,,
North Waziristan,Rabi,future,2021,NT35,0,0,0
North Waziristan,Rabi,future,2022,NT35,0,0,0
North Waziristan,Rabi,future,2023,NT35,0,0,0
North Waziristan,Rabi,future,2024,NT35,0,0,0
North Waziristan,Rabi,future,2025,NT35,0,0,0
North Waziristan,Rabi,future,2026,NT35,0,0,0
North Waziristan,Rabi,future,2027,NT35,0,0,0
North Waziristan,Rabi,future,2028,NT35,0,0,0
North Waziristan,Rabi,future,2029,NT35,0,0,0
North Waziristan,Rabi,future,2030,NT35,0,0,1
North Waziristan,Rabi,future,2031,NT35,1,1,2
North Waziristan,Rabi,future,2032,NT35,0,0,1
North Waziristan,Rabi,future,2033,NT35,0,0,0
North Waziristan,Rabi,future,2034,NT35,0,0,0
North Waziristan,Rabi,future,2035,NT35,0,0,0
North Waziristan,Rabi,future,2036,NT35,0,0,0
North Waziristan,Rabi,future,2037,NT35,1,1,1
North Waziristan,Rabi,future,2038,NT35,1,0,1
North Waziristan,Rabi,future,2039,NT35,0,0,0
North Waziristan,Rabi,future,2040,NT35,1,1,1
North Waziristan,Rabi,future,2041,NT35,0,0,0
North Waziristan,Rabi,future,2042,NT35,0,0,0
North Waziristan,Rabi,future,2043,NT35,1,1,1
North Waziristan,Rabi,future,2044,NT35,0,0,0
North Waziristan,Rabi,future,2045,NT35,0,0,0
North Waziristan,Rabi,future,2046,NT35,0,0,0
North Waziristan,Rabi,future,2047,NT35,1,1,1
North Waziristan,Rabi,future,2048,NT35,2,1,2
North Waziristan,Rabi,future,2049,NT35,0,0,0
North Waziristan,Rabi,future,2050,NT35,1,1,1
North Waziristan,Rabi,future,2051,NT35,1,0,1
North Waziristan,Rabi,future,2052,NT35,0,0,0
North Waziristan,Rabi,future,2053,NT35,1,1,1
North Waziristan,Rabi,future,2054,NT35,1,1,1
North Waziristan,Rabi,future,2055,NT35,1,0,1
North Waziristan,Rabi,future,2056,NT35,1,0,1
North Waziristan,Rabi,future,2057,NT35,2,2,2
North Waziristan,Rabi,future,2058,NT35,2,2,3
North Waziristan,Rabi,future,2059,NT35,1,1,1
North Waziristan,Rabi,future,2060,NT35,1,1,1
North Waziristan,Rabi,future,2061,NT35,1,1,1
North Waziristan,Rabi,future,2062,NT35,1,1,2
North Waziristan,Rabi,future,2063,NT35,2,2,2
North Waziristan,Rabi,future,2064,NT35,1,0,1
North Waziristan,Rabi,past,1985,P5D,10.04106957,,
North Waziristan,Rabi,past,1986,P5D,12.82578077,,
North Waziristan,Rabi,past,1987,P5D,11.05644649,,
North Waziristan,Rabi,past,1988,P5D,10.49745685,,
North Waziristan,Rabi,past,1989,P5D,11.86417902,,
North Waziristan,Rabi,past,1990,P5D,14.10771518,,
North Waziristan,Rabi,past,1991,P5D,19.54743455,,
North Waziristan,Rabi,past,1992,P5D,5.415078205,,
North Waziristan,Rabi,past,1993,P5D,6.174494905,,
North Waziristan,Rabi,past,1994,P5D,13.02730219,,
North Waziristan,Rabi,past,1995,P5D,7.184735881,,
North Waziristan,Rabi,past,1996,P5D,10.4234036,,
North Waziristan,Rabi,past,1997,P5D,8.741919417,,
North Waziristan,Rabi,past,1998,P5D,8.597516375,,
North Waziristan,Rabi,past,1999,P5D,7.44645471,,
North Waziristan,Rabi,past,2000,P5D,7.894158841,,
North Waziristan,Rabi,past,2001,P5D,7.968594548,,
North Waziristan,Rabi,past,2002,P5D,10.29067409,,
North Waziristan,Rabi,past,2003,P5D,5.518604127,,
North Waziristan,Rabi,past,2004,P5D,7.541876646,,
North Waziristan,Rabi,past,2005,P5D,6.235499464,,
North Waziristan,Rabi,past,2006,P5D,11.07080024,,
North Waziristan,Rabi,past,2007,P5D,8.842397241,,
North Waziristan,Rabi,past,2008,P5D,8.429272292,,
North Waziristan,Rabi,past,2009,P5D,7.388932008,,
North Waziristan,Rabi,past,2010,P5D,7.719559618,,
North Waziristan,Rabi,past,2011,P5D,8.788996502,,
North Waziristan,Rabi,past,2012,P5D,12.69265496,,
North Waziristan,Rabi,past,2013,P5D,8.546737813,,
North Waziristan,Rabi,past,2014,P5D,10.29964271,,
North Waziristan,Rabi,future,2021,P5D,5.909661471,5.661483975,6.157838967
North Waziristan,Rabi,future,2022,P5D,11.47375293,11.09425172,11.85325413
North Waziristan,Rabi,future,2023,P5D,7.145179777,6.76565258,7.524706973
North Waziristan,Rabi,future,2024,P5D,9.9207042,9.494315898,10.3470925
North Waziristan,Rabi,future,2025,P5D,12.86297847,12.56655569,13.15940125
North Waziristan,Rabi,future,2026,P5D,6.29443158,6.129419166,6.459443993
North Waziristan,Rabi,future,2027,P5D,15.09430916,13.93896409,16.24965422
North Waziristan,Rabi,future,2028,P5D,7.234736788,6.786607771,7.682865804
North Waziristan,Rabi,future,2029,P5D,12.6805935,12.46252951,12.89865749
North Waziristan,Rabi,future,2030,P5D,9.528941052,9.279610783,9.778271322
North Waziristan,Rabi,future,2031,P5D,10.97500156,10.26123765,11.68876547
North Waziristan,Rabi,future,2032,P5D,11.07984903,10.38179103,11.77790704
North Waziristan,Rabi,future,2033,P5D,14.69238726,14.20559415,15.17918037
North Waziristan,Rabi,future,2034,P5D,11.49663102,11.09628717,11.89697488
North Waziristan,Rabi,future,2035,P5D,15.70913484,14.62137396,16.79689572
North Waziristan,Rabi,future,2036,P5D,11.6033802,11.48904342,11.71771698
North Waziristan,Rabi,future,2037,P5D,11.36745343,11.04373888,11.69116797
North Waziristan,Rabi,future,2038,P5D,12.17984501,11.82910781,12.53058222
North Waziristan,Rabi,future,2039,P5D,14.02867528,13.22843637,14.8289142
North Waziristan,Rabi,future,2040,P5D,7.359211735,7.027275362,7.691148108
North Waziristan,Rabi,future,2041,P5D,7.475298522,7.250413486,7.700183558
North Waziristan,Rabi,future,2042,P5D,11.17406755,10.96738008,11.38075502
North Waziristan,Rabi,future,2043,P5D,6.924269146,6.825931535,7.022606757
North Waziristan,Rabi,future,2044,P5D,12.0232987,11.83431844,12.21227897
North Waziristan,Rabi,future,2045,P5D,24.04699393,23.32198158,24.77200628
North Waziristan,Rabi,future,2046,P5D,14.98955446,14.38281486,15.59629406
North Waziristan,Rabi,future,2047,P5D,12.25583224,11.8902406,12.62142388
North Waziristan,Rabi,future,2048,P5D,11.18128028,10.7084106,11.65414996
North Waziristan,Rabi,future,2049,P5D,7.423514224,7.097279065,7.749749383
North Waziristan,Rabi,future,2050,P5D,13.4189783,13.00383108,13.83412553
North Waziristan,Rabi,future,2051,P5D,14.07040988,12.89382069,15.24699906
North Waziristan,Rabi,future,2052,P5D,10.14731637,9.555132243,10.73950051
North Waziristan,Rabi,future,2053,P5D,13.46567225,12.74974258,14.18160192
North Waziristan,Rabi,future,2054,P5D,17.05638733,16.45599458,17.65678009
North Waziristan,Rabi,future,2055,P5D,12.58173093,12.00904298,13.15441888
North Waziristan,Rabi,future,2056,P5D,5.333557357,5.061085274,5.606029439
North Waziristan,Rabi,future,2057,P5D,8.120534378,7.960857164,8.280211593
North Waziristan,Rabi,future,2058,P5D,9.54363418,8.879817644,10.20745072
North Waziristan,Rabi,future,2059,P5D,11.45326998,11.06033417,11.8462058
North Waziristan,Rabi,future,2060,P5D,21.53281446,19.9764538,23.08917511
North Waziristan,Rabi,future,2061,P5D,8.796465387,8.583990237,9.008940536
North Waziristan,Rabi,future,2062,P5D,9.585018693,9.119562414,10.05047497
North Waziristan,Rabi,future,2063,P5D,9.244164948,8.939548841,9.548781055
North Waziristan,Rabi,future,2064,P5D,8.047657185,7.927743003,8.167571366
North Waziristan,Rabi,past,1985,P95,4.746412636,,
North Waziristan,Rabi,past,1986,P95,6.222412503,,
North Waziristan,Rabi,past,1987,P95,3.318162655,,
North Waziristan,Rabi,past,1988,P95,3.375747107,,
North Waziristan,Rabi,past,1989,P95,5.752699362,,
North Waziristan,Rabi,past,1990,P95,7.034600221,,
North Waziristan,Rabi,past,1991,P95,5.41663101,,
North Waziristan,Rabi,past,1992,P95,1.994809967,,
