Province,District,Village,Sector,Crop_livestock,Value,Source & Year
Punjab,Muzaffargarh,,Production,Bajra,16800,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Muzaffargarh,,Production,Jowar,7100,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Muzaffargarh,,Production,Rape seed mustard,9900,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Muzaffargarh,,Production,Barley,4200,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Muzaffargarh,,Production,Maize,9600,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Muzaffargarh,,Production,Gram,1300,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Wheat,184500,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Cotton,143260,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Sugarcane,30350,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Jowar,6300,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Rape seed mustard,11500,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Rice,10110,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Bajra,1200,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Gram,200,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Crops,Maize,600,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Livestock,Goats,708000,PDS 2017 http://bos.gop.pk/system/files/PDS%202017_0.pdf
Punjab,Rajanpur,,Livestock,Poultry,660628,Livestock census Punjab 2006
Punjab,Rajanpur,,Livestock,Cattle,367000,PDS 2017 http://bos.gop.pk/system/files/PDS%202017_0.pdf
Punjab,Rajanpur,,Livestock,Sheep,246000,PDS 2017 http://bos.gop.pk/system/files/PDS%202017_0.pdf
Punjab,Rajanpur,,Livestock,Buffaloes,205000,PDS 2017 http://bos.gop.pk/system/files/PDS%202017_0.pdf
Punjab,Rajanpur,,Livestock,Assess,40855,Livestock census Punjab 2006
Punjab,Rajanpur,,Livestock,Camel,18338,Livestock census Punjab 2006
Punjab,Rajanpur,,Livestock,Horse,5638,Livestock census Punjab 2006
Punjab,Rajanpur,,Livestock,Mules,634,Livestock census Punjab 2006
Punjab,Rajanpur,,Production,Wheat,559900,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Production,Cotton,625240,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Production,Sugarcane,2012730,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Production,Jowar,2200,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Production,Rape seed mustard,19500,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Production,Rice,20540,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Production,Bajra,700,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Production,Gram,100,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Punjab,Rajanpur,,Production,Maize,1100,PDS 2018-19 http://www.bos.gop.pk/publicationreports#Major/Minor%20Crops
Sindh,Dadu,,Crops,Wheat,75900,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Rice,49180,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Cotton,12181,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Sugarcane,5289,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Rape seed mustard,1150,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Gram,498,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Jowar,462,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Barley,267,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Maize,146,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Crops,Bajra,125,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Livestock,Poultry,800570,Livestock census Punjab 2006
Sindh,Dadu,,Livestock,Goats,800064,Livestock census Punjab 2006
Sindh,Dadu,,Livestock,Cattle,468802,Livestock census Punjab 2006
Sindh,Dadu,,Livestock,Buffaloes,385983,Livestock census Punjab 2006
Sindh,Dadu,,Livestock,Sheeps,283729,Livestock census Punjab 2006
Sindh,Dadu,,Livestock,Camel,42027,Livestock census Punjab 2006
Sindh,Dadu,,Livestock,Assess,38983,Livestock census Punjab 2006
Sindh,Dadu,,Livestock,Horse,3475,Livestock census Punjab 2006
Sindh,Dadu,,Livestock,Mules,1907,Livestock census Punjab 2006
Sindh,Dadu,,Production,Wheat,257719,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Rice,189268,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Cotton,64189,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Sugarcane,282304,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Rape seed mustard,1064,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Gram,486,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Jowar,400,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Barley,172,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Maize,152,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Dadu,,Production,Bajra,125,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Wheat,108041,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Cotton,97434,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Sugarcane,50421,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Jowar,1987,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Rape seed mustard,220,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Gram,187,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Maize,40,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Barley,30,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Bajra,15,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Crops,Rice,47710,Sindh Development Statistics 2015 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Livestock,Poultry,437248,Livestock census Punjab 2006
Sindh,Ghotki,,Livestock,Goats,374908,Livestock census Punjab 2006
Sindh,Ghotki,,Livestock,Cattle,281697,Livestock census Punjab 2006
Sindh,Ghotki,,Livestock,Bufalloes   ,246801,Livestock census Punjab 2006
Sindh,Ghotki,,Livestock,Sheeps,73503,Livestock census Punjab 2006
Sindh,Ghotki,,Livestock,Asses,26272,Livestock census Punjab 2006
Sindh,Ghotki,,Livestock,Camel,10137,Livestock census Punjab 2006
Sindh,Ghotki,,Livestock,Horse,2045,Livestock census Punjab 2006
Sindh,Ghotki,,Livestock,Mules,522,Livestock census Punjab 2006
Sindh,Ghotki,,Production,Wheat,376970,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Cotton,566189,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Sugarcane,3538507,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Jowar,2096,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Rape seed mustard,239,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Gram,177,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Maize,40,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Barley,18,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Bajra,12,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Ghotki,,Production,Rice,164953,Sindh Development Statistics 2015 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Crops,Rice,77124,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Crops,Wheat,35734,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Crops,Gram,9955,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Crops,Barley,488,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Crops,Rape seed mustard,3010,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Crops,Jowar,15,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Crops,Maize,6,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Crops,Bajra,10,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Livestock,Poultry,519589,Livestock census Punjab 2006
Sindh,Kashmore,,Livestock,Buffaloes,195704,Livestock census Punjab 2006
Sindh,Kashmore,,Livestock,Cattle,190872,Livestock census Punjab 2006
Sindh,Kashmore,,Livestock,Goats,148022,Livestock census Punjab 2006
Sindh,Kashmore,,Livestock,Sheep,138344,Livestock census Punjab 2006
Sindh,Kashmore,,Livestock,Assess,31908,Livestock census Punjab 2006
Sindh,Kashmore,,Livestock,Mules,4089,Livestock census Punjab 2006
Sindh,Kashmore,,Livestock,Horse,2587,Livestock census Punjab 2006
Sindh,Kashmore,,Livestock,Camel,1411,Livestock census Punjab 2006
Sindh,Kashmore,,Production,Rice,249013,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Production,Wheat,86657,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Production,Gram,9151,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Production,Barley,316,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Production,Rape seed mustard,2993,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Production,Jowar,17,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Production,Maize,5,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Kashmore,,Production,Bajra,6,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Crops,Bajra,41150,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Crops,Wheat,2195,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Crops,Cotton,910,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Crops,Rape seed mustard,795,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Crops,Sugarcane,275,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Livestock,Goats,2217876,Livestock census Punjab 2006
Sindh,Tharparkar,,Livestock,Sheeps,1185122,Livestock census Punjab 2006
Sindh,Tharparkar,,Livestock,Cattle,752265,Livestock census Punjab 2006
Sindh,Tharparkar,,Livestock,Poultry,263431,Livestock census Punjab 2006
Sindh,Tharparkar,,Livestock,Assess,246657,Livestock census Punjab 2006
Sindh,Tharparkar,,Livestock,Camel,135356,Livestock census Punjab 2006
Sindh,Tharparkar,,Livestock,Buffaloes,46328,Livestock census Punjab 2006
Sindh,Tharparkar,,Livestock,Horses,8519,Livestock census Punjab 2006
Sindh,Tharparkar,,Livestock,Mules,1475,Livestock census Punjab 2006
Sindh,Tharparkar,,Production,Bajra,20744,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Production,Wheat,6524,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Production,Cotton,4406,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Production,Rape seed mustard,825,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
Sindh,Tharparkar,,Production,Sugarcane,16309,Sindh Development Statistics 2018 http://sindhbos.gov.pk/wp-content/uploads/2019/09/Development-Statistics-of-Sindh-2018.pdf
